"source","job_url","job_title","job_company","posted_at"
"Jobstreet","https://www.jobstreet.co.id/id/job/4406171","Staff Mine Plan Engineer","PT Makmur Lestari Primatama",2023-07-17 01:56:50.744097
"Jobstreet","https://www.jobstreet.co.id/id/job/4406149","Mining Business Development","PT Mitrabara Adiperdana Tbk (Jakarta)",2023-07-17 01:56:54.269978
"Jobstreet","https://www.jobstreet.co.id/id/job/4406178","Site Manager","PT.Trikarya Artha Abadi",2023-07-17 01:56:58.972019
"Jobstreet","https://www.jobstreet.co.id/id/job/4406193","Electrical Technician (Power Plant Experience)","PT Jawa Satu Power",2023-07-17 01:57:01.497267
"Jobstreet","https://www.jobstreet.co.id/id/job/4404508","HSE Officer","PT SWTS Indonesia",2023-07-17 01:57:05.014419
"Jobstreet","https://www.jobstreet.co.id/id/job/4406213","Safety Officer","PT Sirius Surya Sentosa ( Jakarta )",2023-07-17 01:57:09.548581
"indeed","https://id.indeed.com/viewjob?jk=e351169b72c57759","Maintenance Manager Workshop","Sandvik",2023-07-17 02:41:37.630245
"linkedin","https://www.linkedin.com/jobs/view/3662523051","Emergency Preparedness, Response & Crisis Management Superintendent","Eramet",2023-07-17 05:11:27.70661
"linkedin","https://www.linkedin.com/jobs/view/3662151500","Foreman Forestry","Hanking Group Co., Limited",2023-07-17 05:11:49.621193
"linkedin","https://www.linkedin.com/jobs/view/3662520387","Safety Systems Superintendent","Eramet",2023-07-17 05:12:19.860625
"linkedin","https://www.linkedin.com/jobs/view/3667094901","Maintenance Manager Workshop","Sandvik",2023-07-17 05:12:51.830762
"linkedin","https://www.linkedin.com/jobs/view/3662519415","Site Project Control Manager","Eramet",2023-07-17 05:12:56.41303
"petromindo","https://www.petromindo.com/job-gallery/23949","2 positions","West Natuna Exploration Ltd",2023-07-17 05:14:23.838648
"petromindo","https://www.petromindo.com/job-gallery/23952","6 Positions (2)","Amman Mineral Group  – EPC Smelter 1",2023-07-17 05:14:28.203504
"petromindo","https://www.petromindo.com/job-gallery/23951","6 Positions (1)","Amman Mineral Group  – EPC Smelter 1",2023-07-17 05:14:31.782264
"petromindo","https://www.petromindo.com/job-gallery/23950","2 positions","Amman Mineral Group  – Procurement & Business Support",2023-07-17 05:14:35.54668
"linkedin","https://www.linkedin.com/jobs/view/3652071340","Senior Trading Operator - Export Management","TUKR",2023-07-17 11:10:29.213964
"linkedin","https://www.linkedin.com/jobs/view/3667511967","UCC Commissioning Engineer","bp",2023-07-17 11:11:28.125176
"linkedin","https://www.linkedin.com/jobs/view/3667223863","Technical Expert, Metallurgy Comminution","Freeport-McMoRan",2023-07-17 11:11:32.732925
"linkedin","https://www.linkedin.com/jobs/view/3663667147","Assistant General Manager","Batamindo Green Farm",2023-07-17 11:11:43.033835
"linkedin","https://www.linkedin.com/jobs/view/3663034915","Sales Manager","PT. BUANA TRIARTA",2023-07-17 11:11:45.6536
"linkedin","https://www.linkedin.com/jobs/view/3663072002","Head of Financial Planning Analysis","Asia Pulp & Paper",2023-07-17 11:12:41.484454
"linkedin","https://www.linkedin.com/jobs/view/3665321195","Senior Geophysicist","Fugro",2023-07-17 11:13:17.432071
"Jobstreet","https://www.jobstreet.co.id/id/job/4407457","Geotech Foreman","PT Halmahera Persada Lygend",2023-07-17 12:43:00.075129
"Jobstreet","https://www.jobstreet.co.id/id/job/4406363","Supervisor Analis Laboratorium Tambang - Site Morowali","Transon Group",2023-07-17 12:43:04.85426
"Jobstreet","https://www.jobstreet.co.id/id/job/4406654","Superintendent Engineering","PT SUMBER ARDI SWARNA",2023-07-17 12:43:09.261187
"Jobstreet","https://www.jobstreet.co.id/id/job/4406659","HSE Coordinator","PT. Wana Dirga Nusantara",2023-07-17 12:43:12.676919
"Jobstreet","https://www.jobstreet.co.id/id/job/4407146","Technical Manager","PT Multi Guna Maritim",2023-07-17 12:43:15.217298
"Jobstreet","https://www.jobstreet.co.id/id/job/4406261","PPC (Petugas Pengambilan Contoh/Sampling) cabang Pontianak","PT Mutuagung Lestari",2023-07-17 12:43:19.923022
"Jobstreet","https://www.jobstreet.co.id/id/job/4407378","Mine Plan Engineer (Coal Mining)","PT Baramulti Sugih Sentosa (Baramulti Recruitment Center)",2023-07-17 12:43:24.605349
"Jobstreet","https://www.jobstreet.co.id/id/job/4407578","HEAD PLANT","PT Timur Satria Perkasa",2023-07-17 12:43:27.432004
"Jobstreet","https://www.jobstreet.co.id/id/job/4406846","SHE Superintendent","PT SUMBER ARDI SWARNA",2023-07-17 12:43:31.25691
"Jobstreet","https://www.jobstreet.co.id/id/job/4406555","HSE (Health, Safety, Environment) Supervisor - Coal Mining","PT Baramulti Sugih Sentosa (Baramulti Recruitment Center)",2023-07-17 12:43:35.012477
"Jobstreet","https://www.jobstreet.co.id/id/job/4406564","Senior People Development (Coal Mining)","PT Baramulti Sugih Sentosa (Baramulti Recruitment Center)",2023-07-17 12:43:37.721352
"Jobstreet","https://www.jobstreet.co.id/id/job/4407124","Site Manager","PT ANUGERAH NUSA DAYA",2023-07-17 12:43:42.388787
"Jobstreet","https://www.jobstreet.co.id/id/job/4406967","Mechanic Trainer / Instruktur","PT Madhani Talatah Nusantara",2023-07-17 12:43:46.201008
"Jobstreet","https://www.jobstreet.co.id/id/job/4406522","Asisten Pabrik - Palm Oil Mill","PT Evans Indonesia",2023-07-17 12:43:51.060937
"Jobstreet","https://www.jobstreet.co.id/id/job/4406985","Insinyur Sumber Nuklir [PPR]","PT.Huafei Nickel Cobalt.",2023-07-17 12:43:55.653015
"Jobstreet","https://www.jobstreet.co.id/id/job/4407463","Surveyor Property (Developer Perumahan)","Vista Land Group",2023-07-17 12:43:59.366214
"Jobstreet","https://www.jobstreet.co.id/id/job/4406242","Asisten GIS","FAP Agri Group",2023-07-17 12:44:04.13491
"Jobstreet","https://www.jobstreet.co.id/id/job/4407522","Quantity Surveyor","PT. STUDIO HIJAU LUMUT (SHL Asia)",2023-07-17 12:44:06.704616
"Jobstreet","https://www.jobstreet.co.id/id/job/4406418","Credit Officer (Used Car & Leaseback Mobil) Area Palembang","PT KB Finansia Multi Finance",2023-07-17 12:44:10.445647
"Jobstreet","https://www.jobstreet.co.id/id/job/4407318","Project Cordinator - GIS System Development","Karunia Prima Nastari (KPN CORP.)",2023-07-17 12:44:13.041944
"Jobstreet","https://www.jobstreet.co.id/id/job/4406869","Engineer & Drafter Mechanical","PT Armindo Jaya Mandiri",2023-07-17 12:44:15.756615
"Jobstreet","https://www.jobstreet.co.id/id/job/4406899","Pustakawan","SMK Migas Cepu",2023-07-17 12:44:20.573064
"Jobstreet","https://www.jobstreet.co.id/id/job/4407354","Senior Instrument and Control Engineer","CHINA PETROLEUM PIPELINE ENGINEERING COMPANY LIMITED",2023-07-17 12:44:25.376647
"Jobstreet","https://www.jobstreet.co.id/id/job/4407080","Foreman Electrical & Instrument","Karunia Prima Nastari (KPN CORP.)",2023-07-17 12:44:28.11331
"Jobstreet","https://www.jobstreet.co.id/id/job/4406609","Chief Safety - Casa Grande Appartement","PT Elite Prima Hutama",2023-07-17 12:44:31.870928
"Jobstreet","https://www.jobstreet.co.id/id/job/4407497","HSE","PT. Central Mall Kelola",2023-07-17 12:44:36.552156
"Jobstreet","https://www.jobstreet.co.id/id/job/4407561","Environment Safety & Health Senior Manager","COMBIPHAR Group",2023-07-17 12:44:39.357212
"Jobstreet","https://www.jobstreet.co.id/id/job/4407058","HSE OFFICER (Sumbawa)","G4S Indonesia",2023-07-17 12:44:43.080027
"Jobstreet","https://www.jobstreet.co.id/id/job/4407201","Senior Process Safety Engineer","CHINA PETROLEUM PIPELINE ENGINEERING COMPANY LIMITED",2023-07-17 12:44:45.887631
"Jobstreet","https://www.jobstreet.co.id/id/job/4406973","Assistant Manager Environmental","PT Bayan Resources",2023-07-17 12:44:50.722834
"Jobstreet","https://www.jobstreet.co.id/id/job/4407308","Project Finance Superintendent","Adaro Energy - Power",2023-07-17 12:44:55.454847
"disnakerja","https://www.disnakerja.com/lowongan-kerja-pt-elnusa-tbk/","17 Posisi","PT Elnusa Tbk",2023-07-17 12:45:03.809041
"indeed","https://id.indeed.com/viewjob?jk=20a23d66912534e3","Commissioning Specialist","MPH Global Services",2023-07-17 13:26:23.479571
"indeed","https://id.indeed.com/viewjob?jk=b65161cea06ebe82","HR & GA Manager - Oil & Gas","Talent Hunts",2023-07-17 13:26:26.106147
"indeed","https://id.indeed.com/viewjob?jk=5e9db0ed925ce77c","Senior Process Safety Engineer (12 Months Direct","NES FIRCROFT",2023-07-17 13:26:30.661517
"indeed","https://id.indeed.com/viewjob?jk=74942d3fa10f55d6","Senior Project Engineer (Offshore, Engineering Experience, Direct Hire Contract)","NES FIRCROFT",2023-07-17 13:26:33.201602
"indeed","https://id.indeed.com/viewjob?jk=af2b0567f266acff","Value Chain Designer / Cost Champion","Caterpillar",2023-07-17 13:26:55.554013
"linkedin","https://www.linkedin.com/jobs/view/3663079755","Supervisor Technical Support & Trainer","ulti.id",2023-07-17 23:10:13.055087
"linkedin","https://www.linkedin.com/jobs/view/3667736332","Entry Level Field Engineer - Logging and Perf","Halliburton",2023-07-17 23:10:37.685523
"linkedin","https://www.linkedin.com/jobs/view/3665382447","Senior Engineer - Electrical","Orica",2023-07-17 23:10:40.234587
"linkedin","https://www.linkedin.com/jobs/view/3664046283","IT Manager - Prijedor","Arcelormittal Saudi Arabia",2023-07-17 23:11:13.867221
"linkedin","https://www.linkedin.com/jobs/view/3667771584","Performance Analyst","bp",2023-07-17 23:12:14.41796
"Jobstreet","https://www.jobstreet.co.id/id/job/4407361","Engineer Geoteknik","PT Jaya Construction Management Manggala Pratama",2023-07-18 02:02:42.902544
"Jobstreet","https://www.jobstreet.co.id/id/job/4406486","Senior Mine Engineer - Business Development","PT Mineral Alam Abadi (Mineral Alam Abadi Group).",2023-07-18 02:02:47.30758
"Jobstreet","https://www.jobstreet.co.id/id/job/4407707","AHLI PERTAMBANGAN","PT Bumi Anugrah Lestari Indah",2023-07-18 02:02:49.899761
"Jobstreet","https://www.jobstreet.co.id/id/job/4407734","Sales Engineer","PT Franklin Offshore Indonesia Perkasa (Fr.Offshore)",2023-07-18 02:02:52.486052
"Jobstreet","https://www.jobstreet.co.id/id/job/4407735","Sales Coordinator","PT Franklin Offshore Indonesia Perkasa (Fr.Offshore)",2023-07-18 02:02:55.08125
"Jobstreet","https://www.jobstreet.co.id/id/job/4407770","HES Specialist","CHEVRON",2023-07-18 02:02:59.686872
"Jobstreet","https://www.jobstreet.co.id/id/job/4407749","Accounting Superintendent","PT Ancara Logistics Indonesia",2023-07-18 02:03:04.305545
"disnakerja","https://www.disnakerja.com/pt-j-resources-asia-pasifik-tbk/","24 Posisi","PT J Resources Asia Pasifik Tbk",2023-07-18 02:03:20.314829
"indeed","https://id.indeed.com/viewjob?jk=334c3355fb6041f8","President Director (Mining)","Robert Walters",2023-07-18 02:37:51.336607
"linkedin","https://www.linkedin.com/jobs/view/3664603768","Trainer Operator","PT Harmoni Panca Utama",2023-07-18 05:10:55.949832
"linkedin","https://www.linkedin.com/jobs/view/3663665376","Mining Site Engineering Specialist","Chengtun Mining Group Co., Ltd.",2023-07-18 05:12:11.913275
"linkedin","https://www.linkedin.com/jobs/view/3664092773","Environment Support Engineer","PT Permata Karya Jasa",2023-07-18 05:12:15.467463
"linkedin","https://www.linkedin.com/jobs/view/3664602999","Engineering Infrastructure Foreman","PT Harmoni Panca Utama",2023-07-18 05:12:19.990392
"linkedin","https://www.linkedin.com/jobs/view/3664604615","General Affairs Foreman","PT Harmoni Panca Utama",2023-07-18 05:12:23.227998
"linkedin","https://www.linkedin.com/jobs/view/3664602999","Engineering Infrastructure Foreman","PT Harmoni Panca Utama",2023-07-18 05:12:25.787527
"linkedin","https://www.linkedin.com/jobs/view/3664606491","Foreman Mekanik Track","PT Harmoni Panca Utama",2023-07-18 05:12:28.132792
"linkedin","https://www.linkedin.com/jobs/view/3664603757","Equipment Supervisor","PT Harmoni Panca Utama",2023-07-18 05:12:30.676948
"linkedin","https://www.linkedin.com/jobs/view/3664609028","Supervisor Mekanik (DT)","PT Harmoni Panca Utama",2023-07-18 05:12:35.203351
"linkedin","https://www.linkedin.com/jobs/view/3664604611","Foreman Mekanik Wheel","PT Harmoni Panca Utama",2023-07-18 05:12:39.750642
"linkedin","https://www.linkedin.com/jobs/view/3664607213","Group leader Plant/Maintenance Development Foreman","PT Harmoni Panca Utama",2023-07-18 05:12:43.493352
"linkedin","https://www.linkedin.com/jobs/view/3636342490","Input Procurement Specialist","Jiva",2023-07-18 05:14:27.79442
"petromindo","https://www.petromindo.com/job-gallery/23953","2 posisi","PT Ganda Alam Makmur",2023-07-18 05:15:15.199913
"Jobstreet","https://www.jobstreet.co.id/id/job/4407928","Supervisor HRD","PT. Karawang Taro Logistics Center Indonesia",2023-07-18 06:23:59.944912
"Jobstreet","https://www.jobstreet.co.id/id/job/4407993","Asisten HSE","PT. PALMA SERASIH TBK",2023-07-18 06:24:03.492585
"Jobstreet","https://www.jobstreet.co.id/id/job/4408259","Power Plant Trainer Supervisor","PT Gunbuster Nickel Industry",2023-07-18 06:24:07.065162
"Jobstreet","https://www.jobstreet.co.id/id/job/4407875","Surveyor Planning & Design Staff","PT Primajaya Prasarana",2023-07-18 06:24:09.661555
"Jobstreet","https://www.jobstreet.co.id/id/job/4407970","Sales Executive","PT. Geoservices",2023-07-18 06:24:12.248937
"Jobstreet","https://www.jobstreet.co.id/id/job/4408143","Sales Engineer","PT Multikarya Asia Pasifik Raya",2023-07-18 06:24:14.89179
"Jobstreet","https://www.jobstreet.co.id/id/job/4407845","BRANCH MANAGER","PT Wahana Safety Indonesia",2023-07-18 06:24:17.668857
"disnakerja","https://www.disnakerja.com/lowongan-kerja-pt-lambang-azas-mulia-2/","11 Posisi","PT Lambang Azas Mulia",2023-07-18 06:24:31.681253
"indeed","https://id.indeed.com/viewjob?jk=0ede8dccdb5bb289","Coord, HSE","Halliburton",2023-07-18 07:14:26.374142
"indeed","https://id.indeed.com/viewjob?jk=6378fcd205c3b930","Sales Officer","PT Rivindi Artha Mandiri",2023-07-18 07:15:20.324148
"indeed","https://id.indeed.com/viewjob?jk=f651d76448d6fd1d","Data Processor","Avirtech",2023-07-18 07:15:48.302783
"linkedin","https://www.linkedin.com/jobs/view/3664620793","OTR Tire Sales Engineer","PT. Luan Tire Indonesia",2023-07-18 11:09:22.122497
"linkedin","https://www.linkedin.com/jobs/view/3647304146","Process Safety Engineer","Xenon Eurasia Pasific",2023-07-18 11:10:03.624015
"linkedin","https://www.linkedin.com/jobs/view/3664605471","Pengawas Produksi Foreman/Supervisor","PT Harmoni Panca Utama",2023-07-18 11:10:19.632125
"linkedin","https://www.linkedin.com/jobs/view/3668598954","Scaffolder (Fab)","McDermott International, Ltd",2023-07-18 11:10:24.268948
"linkedin","https://www.linkedin.com/jobs/view/3664604601","Drill & Blast Foreman/Supervisor","PT Harmoni Panca Utama",2023-07-18 11:10:26.997197
"linkedin","https://www.linkedin.com/jobs/view/3666554693","Business Development Manager, Indonesia","Argus Media",2023-07-18 11:11:34.51223
"linkedin","https://www.linkedin.com/jobs/view/3668176212","Sales Manager (Bently Navada)","Baker Hughes",2023-07-18 11:11:38.079773
"linkedin","https://www.linkedin.com/jobs/view/3666548103","Geotechnical Engineer","Arup",2023-07-18 11:12:21.601425
"linkedin","https://www.linkedin.com/jobs/view/3666556715","Geotechnical Engineer","Fugro",2023-07-18 11:12:26.55113
"linkedin","https://www.linkedin.com/jobs/view/3666556716","Geotechnical Engineer","Fugro",2023-07-18 11:12:31.227822
"linkedin","https://www.linkedin.com/jobs/view/3649634857","IT Application Analyst (SAP/ABAP)","PT Chandra Asri Petrochemical Tbk",2023-07-18 11:13:14.963674
"petromindo","https://www.petromindo.com/job-gallery/23956","4 positions","Amman Mineral Group  – EPC Smelter",2023-07-18 11:13:22.694364
"petromindo","https://www.petromindo.com/job-gallery/23955","3 positions","Amman Mineral Group  – Policy  Permitting R1",2023-07-18 11:13:27.27889
"petromindo","https://www.petromindo.com/job-gallery/23957","6 positions","PT. Supraco Indonesia",2023-07-18 11:13:23.725832
"petromindo","https://www.petromindo.com/job-gallery/23954","10 Positions","PT  Tracon Industri",2023-07-18 11:13:28.12678
"indeed","https://id.indeed.com/viewjob?jk=b63b84e00664bc6d","Field Operator,Chemical Plants,APR","RGE",2023-07-18 13:21:38.832585
"indeed","https://id.indeed.com/viewjob?jk=cd89898bb7eee4f8","Scaffolder (Fab)","McDermott",2023-07-18 13:21:42.359193
"indeed","https://id.indeed.com/viewjob?jk=fe884e156b01b6c0","Manager - Performance Reporting","Orica",2023-07-18 13:23:03.140141
"indeed","https://id.indeed.com/viewjob?jk=b049ecaf22498b06","Senior Manager - SHES Manufacturing","Orica",2023-07-18 13:23:06.699357
"indeed","https://id.indeed.com/viewjob?jk=836e4f13aa13a86d","SHES Specialist Supply Chain (Transport Safety)","Orica",2023-07-18 13:23:11.275837
"indeed","https://id.indeed.com/viewjob?jk=dcad44ef400d48fc","Finance Business Partner - Bontang","Orica",2023-07-18 13:23:15.822222
"indeed","https://id.indeed.com/viewjob?jk=5e6509b19217d28a","Business Strategy Specialist (Indonesia)","Orica",2023-07-18 13:23:19.459813
"indeed","https://id.indeed.com/viewjob?jk=8e68af6037841b56","Specialist Sales - Digital Solutions","Orica",2023-07-18 13:23:23.02735
"indeed","https://id.indeed.com/viewjob?jk=b04c3d11b49f1de5","Senior Engineer - Electrical","Orica",2023-07-18 13:23:25.774493
"indeed","https://id.indeed.com/viewjob?jk=f70df4c82024e83c","Data Scientist","PT Dua Empat Tujuh",2023-07-18 13:23:28.552298
"indeed","https://id.indeed.com/viewjob?jk=a5c1f077d1faa2d5","Lead Data Science - Transportation Company","Michael Page",2023-07-18 13:23:31.253666
"linkedin","https://www.linkedin.com/jobs/view/3669301914","Operator Maintenance - E&I","Shell",2023-07-18 23:09:59.460063
"linkedin","https://www.linkedin.com/jobs/view/3668609994","Technical Expert, Aviation - PTFI Aviation Program Manager","Freeport-McMoRan",2023-07-18 23:10:01.85237
"linkedin","https://www.linkedin.com/jobs/view/3666769876","Engineer, UG Hydrology GBC & BG#2","Freeport Indonesia",2023-07-18 23:09:58.551291
"linkedin","https://www.linkedin.com/jobs/view/3668609994","Technical Expert, Aviation - PTFI Aviation Program Manager","Freeport-McMoRan",2023-07-18 23:10:02.050241
"linkedin","https://www.linkedin.com/jobs/view/3666586215","Engineer Reliability","Thiess",2023-07-18 23:10:59.84811
"linkedin","https://www.linkedin.com/jobs/view/3664626825","Geology Explore and Modeling","PT Marunda Grahamineral",2023-07-18 23:11:55.414726
"linkedin","https://www.linkedin.com/jobs/view/123606337","Project Health Safety Environment Manager","PT. Layar Nusantara Gas",2023-07-18 23:12:16.455994
"linkedin","https://www.linkedin.com/jobs/view/3669336890","Logistics Manager","Baker Hughes",2023-07-18 23:12:19.014823
"linkedin","https://www.linkedin.com/jobs/view/3658596123","Category Agriinput Manager (Seed)","Jiva",2023-07-18 23:12:22.563562
"linkedin","https://www.linkedin.com/jobs/view/3660905870","Category Agriinput Manager (Seed)","Jiva",2023-07-18 23:12:26.959724
"linkedin","https://www.linkedin.com/jobs/view/3667368463","Smelter Operation Readiness - Manager IT Infrastructure","Freeport Indonesia",2023-07-18 23:12:31.368012
"linkedin","https://www.linkedin.com/jobs/view/3664078908","Human Resources Manager Compensation Benefits (Mandarin Speaker is Plus)","CNGR Indonesia",2023-07-18 23:12:35.956069
"linkedin","https://www.linkedin.com/jobs/view/3669129379","Coord, HSE","Halliburton",2023-07-18 23:12:47.440723
"linkedin","https://www.linkedin.com/jobs/view/3668856602","Senior Geological Engineer (Nickel)","Robert Walters",2023-07-18 23:13:42.085072
"linkedin","https://www.linkedin.com/jobs/view/3668870767","Technical Assistant – Geotechnical Engineer (Project Based)","Royal HaskoningDHV",2023-07-18 23:13:44.607404
"linkedin","https://www.linkedin.com/jobs/view/3668852924","Senior Mine Planning Engineer (Nickel)","Robert Walters",2023-07-18 23:13:48.124518
"Jobstreet","https://www.jobstreet.co.id/id/job/4409223","External Relation Expert (Site Project)","PT Mosa Indo Palma",2023-07-19 02:51:07.843688
"Jobstreet","https://www.jobstreet.co.id/id/job/4408554","HSE SUPERINTENDENT","PT Timur Satria Perkasa",2023-07-19 02:51:11.41053
"Jobstreet","https://www.jobstreet.co.id/id/job/4409084","Enviro Supervisor","PT Petronesia Benimel",2023-07-19 02:51:14.983575
"Jobstreet","https://www.jobstreet.co.id/id/job/4408959","Plant Superintendent (Coal Mining)","PT Baramulti Sugih Sentosa (Baramulti Recruitment Center)",2023-07-19 02:51:19.586535
"Jobstreet","https://www.jobstreet.co.id/id/job/4408441","KANITPAM Perkebunan Sawit","PT SMART,Tbk",2023-07-19 02:51:23.130274
"Jobstreet","https://www.jobstreet.co.id/id/job/4408942","SHE FOREMAN","PT PADA IDI",2023-07-19 02:51:26.506681
"Jobstreet","https://www.jobstreet.co.id/id/job/4407454","Auto Electrician","PT Madhani Talatah Nusantara",2023-07-19 02:51:29.121062
"Jobstreet","https://www.jobstreet.co.id/id/job/4408883","QUANTITY SURVEYOR ENGINEER","DONG DO DEVELOPMENT CONSTRUCTION INVESTMENT JOINT STOCK COMPANY",2023-07-19 02:51:33.684949
"Jobstreet","https://www.jobstreet.co.id/id/job/4408591","Geospatial/GIS Analyst","VIVA Health",2023-07-19 02:51:37.224676
"Jobstreet","https://www.jobstreet.co.id/id/job/4409019","Assistant Manager Supply Chain Project Management - Placement Jakarta","PT Agro Harapan Lestari",2023-07-19 02:51:41.923988
"Jobstreet","https://www.jobstreet.co.id/id/job/4408692","Expeditor","PT ENVIROMATE TECHNOLOGY INTERNATIONAL",2023-07-19 02:51:46.584129
"Jobstreet","https://www.jobstreet.co.id/id/job/4409023","QHSE Operational Support","PT Altus Logistics Services Indonesia",2023-07-19 02:51:51.266336
"Jobstreet","https://www.jobstreet.co.id/id/job/4408722","Tenaga Ahli Company","PT Depriwangga",2023-07-19 02:51:55.052763
"Jobstreet","https://www.jobstreet.co.id/id/job/4409179","Staf Humas & Legal","PT INDRA ANGKOLA",2023-07-19 02:51:57.669892
"Jobstreet","https://www.jobstreet.co.id/id/job/4408610","Sales Engineer/Sales Intern - Balikpapan","PT MFF Oilfield Service And Engineering",2023-07-19 02:52:00.140973
"Jobstreet","https://www.jobstreet.co.id/id/job/4408981","Foreman Pump House","PT Excellen Silo Ferroalloy",2023-07-19 02:52:02.874166
"Jobstreet","https://www.jobstreet.co.id/id/job/4408546","Sales Staff - Safety & Industrial Product","PT Sarana Karyaputera Mandiri",2023-07-19 02:52:07.522877
"Jobstreet","https://www.jobstreet.co.id/id/job/4409078","Risk Management Officer","PT Moneta Pembayaran Teknologi",2023-07-19 02:52:12.333766
"Jobstreet","https://www.jobstreet.co.id/id/job/4408576","HSE Officer Transport","PT. CJ Logistics Indonesia",2023-07-19 02:52:15.970987
"Jobstreet","https://www.jobstreet.co.id/id/job/4408929","HSE Officer","Musim Mas",2023-07-19 02:52:20.612204
"Jobstreet","https://www.jobstreet.co.id/id/job/4408970","HSE Officer","PT. HUATHAI CONSTRUCTION INDONESIA",2023-07-19 02:52:25.328974
"Jobstreet","https://www.jobstreet.co.id/id/job/4408817","SAFETY OFFICER","Srikaya Putra Mas",2023-07-19 02:52:29.954677
"Jobstreet","https://www.jobstreet.co.id/id/job/4408854","Food Safety Specialist","PT Akses Indonesia Nusantara",2023-07-19 02:52:32.57469
"Jobstreet","https://www.jobstreet.co.id/id/job/4408941","Environment Junior Officer","PT Excellen Silo Ferroalloy",2023-07-19 02:52:35.200355
"indeed","https://id.indeed.com/viewjob?jk=3914a8ba97d0b440","Senior Geological Engineer (Nickel)","Robert Walters",2023-07-19 03:22:03.385387
"indeed","https://id.indeed.com/viewjob?jk=8944fc9f9170b9d2","Senior Mine Planning Engineer (Nickel)","Robert Walters",2023-07-19 03:22:33.810024
"indeed","https://id.indeed.com/viewjob?jk=d97bec7216f00df9","Senior Manager / Director - Artificial Intelligence & Data - ID","Deloitte",2023-07-19 03:23:12.130453
"indeed","https://id.indeed.com/viewjob?jk=ea2ea5d00005901f","Investment and Financial Analysis Consultant","Rainforest Alliance Consultants & Internships",2023-07-19 07:13:39.548542
"linkedin","https://www.linkedin.com/jobs/view/3668216615","Smelter Operation Readiness - Shift Supervisor Hot Metals","Freeport Indonesia",2023-07-19 11:09:12.586626
"linkedin","https://www.linkedin.com/jobs/view/3668202346","Engineer., Surface & Regional Hydrology #1","Freeport Indonesia",2023-07-19 11:09:38.843322
"linkedin","https://www.linkedin.com/jobs/view/3668212171","Senior Accountant Underground Mine","Freeport Indonesia",2023-07-19 11:09:42.56596
"linkedin","https://www.linkedin.com/jobs/view/3667997714","Engineer, UG Hydrology GBC & BG#2","Freeport Indonesia",2023-07-19 11:09:45.191792
"linkedin","https://www.linkedin.com/jobs/view/3668209853","Superintendent Mill & Oreflow Accounting","Freeport Indonesia",2023-07-19 11:09:47.819231
"linkedin","https://www.linkedin.com/jobs/view/3667997849","Smelter Operation Readiness - Supervisor Health & Safety Operation","Freeport Indonesia",2023-07-19 11:10:28.811966
"linkedin","https://www.linkedin.com/jobs/view/3668219969","Smelter Operation Readiness - Engineer Network and Radio Systems","Freeport Indonesia",2023-07-19 11:10:46.975155
"linkedin","https://www.linkedin.com/jobs/view/3668219910","Smelter Operation Readiness - Engineer Radio Systems","Freeport Indonesia",2023-07-19 11:10:51.560858
"linkedin","https://www.linkedin.com/jobs/view/3668212621","Smelter Operation Readiness - Engineer Network, Wireless and Control Systems","Freeport Indonesia",2023-07-19 11:10:56.149858
"linkedin","https://www.linkedin.com/jobs/view/3668213652","Smelter Operation Readiness - Engineer Systems Management","Freeport Indonesia",2023-07-19 11:10:58.718114
"linkedin","https://www.linkedin.com/jobs/view/3668208862","Smelter Operation Readiness - Engineer End User Computing","Freeport Indonesia",2023-07-19 11:11:02.340604
"linkedin","https://www.linkedin.com/jobs/view/3667997849","Smelter Operation Readiness - Supervisor Health & Safety Operation","Freeport Indonesia",2023-07-19 11:11:04.922181
"linkedin","https://www.linkedin.com/jobs/view/3668210150","Smelter Operation Readiness - Officer Occupational Health","Freeport Indonesia",2023-07-19 11:13:06.199087
"linkedin","https://www.linkedin.com/jobs/view/3668214868","Smelter Operation Readiness - Superintendent Health & Safety Operation","Freeport Indonesia",2023-07-19 11:13:08.750458
"linkedin","https://www.linkedin.com/jobs/view/3668216722","Smelter Operation Readiness - Superintendent Health & Safety System & Compliance","Freeport Indonesia",2023-07-19 11:13:11.414899
"linkedin","https://www.linkedin.com/jobs/view/3668202799","Smelter Operation Readiness - Industrial Hygiene","Freeport Indonesia",2023-07-19 11:13:14.992207
"linkedin","https://www.linkedin.com/jobs/view/3668204567","Smelter Operation Readiness - Workplace Compliance Officer","Freeport Indonesia",2023-07-19 11:13:18.611121
"linkedin","https://www.linkedin.com/jobs/view/3668216889","Smelter Operation Readiness - Superintendent Emergency Service","Freeport Indonesia",2023-07-19 11:13:23.24017
"linkedin","https://www.linkedin.com/jobs/view/3668219479","Smelter Operation Readiness - Superintendent Network, Wireless & Control Systems","Freeport Indonesia",2023-07-19 11:13:27.823931
"linkedin","https://www.linkedin.com/jobs/view/3668218273","Smelter Operation Readiness - Supervisor Sales Planning & Controlling","Freeport Indonesia",2023-07-19 11:13:12.378304
"linkedin","https://www.linkedin.com/jobs/view/3668214868","Smelter Operation Readiness - Superintendent Health & Safety Operation","Freeport Indonesia",2023-07-19 11:13:15.784943
"linkedin","https://www.linkedin.com/jobs/view/3668216722","Smelter Operation Readiness - Superintendent Health & Safety System & Compliance","Freeport Indonesia",2023-07-19 11:13:20.193857
